"Клиент","Дата","Критерий","Парам. №1","Парам. №2","Переходы (%)","Показы (%)"
"Rusfic_Alphavit_WM_pp","2021-01-18","cities","Мурманск","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-18","cities","Киров","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-18","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-01-18","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-18","gender_age","Ж","1-18",0,0.1
"Rusfic_Alphavit_WM_pp","2021-01-18","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-01-18","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-01-18","gender_age","Ж","24-27",0,6.7
"Rusfic_Alphavit_WM_pp","2021-01-18","gender_age","Ж","27-30",11.1,12.5
"Rusfic_Alphavit_WM_pp","2021-01-18","gender_age","Ж","30-35",33.3,26.1
"Rusfic_Alphavit_WM_pp","2021-01-18","gender_age","Ж","35-45",44.4,34.1
"Rusfic_Alphavit_WM_pp","2021-01-18","gender_age","Ж","45+",11.1,18.7
"Rusfic_Alphavit_WM_pp","2021-01-18","gender_age","М","30-35",0,0
"Rusfic_Alphavit_WM_pp","2021-01-18","gender_age","М","45+",0,0
"Rusfic_Alphavit_WM_pp","2021-01-19","age","1-18","",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-19","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-19","age","24-27","",0,6.6
"Rusfic_Alphavit_WM_pp","2021-01-19","age","27-30","",0,13.7
"Rusfic_Alphavit_WM_pp","2021-01-19","age","30-35","",66.6,27.3
"Rusfic_Alphavit_WM_pp","2021-01-19","age","35-45","",33.3,33.1
"Rusfic_Alphavit_WM_pp","2021-01-19","age","45+","",0,17.2
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Санкт-Петербург","",33.3,5.2
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Москва","",0,3.8
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Казань","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Екатеринбург","",33.3,1.4
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Уфа","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Челябинск","",0,1.2
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Пермь","",0,1.2
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Нижний Новгород","",0,1
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Новосибирск","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Красноярск","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Липецк","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Самара","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Ижевск","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Архангельск","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Вологда","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Воронеж","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Киров","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Великий Новгород","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Улан-Удэ","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-19","cities","Тула","",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-19","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-01-19","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-19","gender_age","Ж","1-18",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-19","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-01-19","gender_age","Ж","24-27",0,6.6
"Rusfic_Alphavit_WM_pp","2021-01-19","gender_age","Ж","27-30",0,13.7
"Rusfic_Alphavit_WM_pp","2021-01-19","gender_age","Ж","30-35",66.6,27.3
"Rusfic_Alphavit_WM_pp","2021-01-19","gender_age","Ж","35-45",33.3,33.1
"Rusfic_Alphavit_WM_pp","2021-01-19","gender_age","Ж","45+",0,17.2
"Rusfic_Alphavit_WM_pp","2021-01-19","gender_age","М","30-35",0,0
"Rusfic_Alphavit_WM_pp","2021-01-19","gender_age","М","45+",0,0
"Rusfic_Alphavit_WM_pp","2021-01-20","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-20","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-20","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-20","age","24-27","",12.5,6.6
"Rusfic_Alphavit_WM_pp","2021-01-20","age","27-30","",12.5,12.9
"Rusfic_Alphavit_WM_pp","2021-01-20","age","30-35","",12.5,26.1
"Rusfic_Alphavit_WM_pp","2021-01-20","age","35-45","",37.5,33.9
"Rusfic_Alphavit_WM_pp","2021-01-20","age","45+","",25,18.7
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Санкт-Петербург","",0,5.4
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Москва","",0,3.5
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Пермь","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Казань","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Челябинск","",0,1.2
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Екатеринбург","",0,1
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Уфа","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Новосибирск","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Нижний Новгород","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Красноярск","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Вологда","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Улан-Удэ","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Мурманск","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Воронеж","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Калининград","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Ижевск","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Омск","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Архангельск","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Магнитогорск","",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-20","cities","Кызыл","",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-20","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-01-20","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-20","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-20","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-01-20","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-01-20","gender_age","Ж","24-27",12.5,6.6
"Rusfic_Alphavit_WM_pp","2021-01-20","gender_age","Ж","27-30",12.5,12.9
"Rusfic_Alphavit_WM_pp","2021-01-20","gender_age","Ж","30-35",12.5,26.1
"Rusfic_Alphavit_WM_pp","2021-01-20","gender_age","Ж","35-45",37.5,33.9
"Rusfic_Alphavit_WM_pp","2021-01-20","gender_age","Ж","45+",25,18.7
"Rusfic_Alphavit_WM_pp","2021-01-20","gender_age","М","30-35",0,0
"Rusfic_Alphavit_WM_pp","2021-01-21","age","1-18","",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-21","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-21","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-21","age","24-27","",25,7
"Rusfic_Alphavit_WM_pp","2021-01-21","age","27-30","",0,13.3
"Rusfic_Alphavit_WM_pp","2021-01-21","age","30-35","",0,27.4
"Rusfic_Alphavit_WM_pp","2021-01-21","age","35-45","",50,32.6
"Rusfic_Alphavit_WM_pp","2021-01-21","age","45+","",25,17.4
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Санкт-Петербург","",0,5.9
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Москва","",0,4.3
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Казань","",0,2.1
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Уфа","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Екатеринбург","",0,1.5
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Челябинск","",0,1.4
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Нижний Новгород","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Пермь","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Новосибирск","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Красноярск","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Краснодар","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Калининград","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Кызыл","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Вологда","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Самара","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Улан-Удэ","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Омск","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Петрозаводск","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Мурманск","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-21","cities","Магнитогорск","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-21","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-01-21","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-21","gender_age","Ж","1-18",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-21","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-01-21","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-01-21","gender_age","Ж","24-27",25,7
"Rusfic_Alphavit_WM_pp","2021-01-21","gender_age","Ж","27-30",0,13.3
"Rusfic_Alphavit_WM_pp","2021-01-21","gender_age","Ж","30-35",0,27.4
"Rusfic_Alphavit_WM_pp","2021-01-21","gender_age","Ж","35-45",50,32.6
"Rusfic_Alphavit_WM_pp","2021-01-21","gender_age","Ж","45+",25,17.4
"Rusfic_Alphavit_WM_pp","2021-01-21","gender_age","М","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-01-21","gender_age","М","30-35",0,0
"Rusfic_Alphavit_WM_pp","2021-01-21","gender_age","М","45+",0,0
"Rusfic_Alphavit_WM_pp","2021-01-22","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-22","age","18-21","",0,0.1
"Rusfic_Alphavit_WM_pp","2021-01-22","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-22","age","24-27","",16.6,6.5
"Rusfic_Alphavit_WM_pp","2021-01-22","age","27-30","",33.3,12.2
"Rusfic_Alphavit_WM_pp","2021-01-22","age","30-35","",50,25.5
"Rusfic_Alphavit_WM_pp","2021-01-22","age","35-45","",0,34.2
"Rusfic_Alphavit_WM_pp","2021-01-22","age","45+","",0,19.5
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Санкт-Петербург","",16.6,5.3
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Москва","",16.6,3.8
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Уфа","",0,1.5
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Пермь","",0,1.4
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Екатеринбург","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Казань","",0,1.2
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Челябинск","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Нижний Новгород","",0,1
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Новосибирск","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Вологда","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Воронеж","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Красноярск","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Архангельск","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Киров","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Самара","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Великий Новгород","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Петрозаводск","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Ижевск","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Калининград","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-22","cities","Краснодар","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-22","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-01-22","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-22","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-22","gender_age","Ж","18-21",0,0.1
"Rusfic_Alphavit_WM_pp","2021-01-22","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-01-22","gender_age","Ж","24-27",16.6,6.5
"Rusfic_Alphavit_WM_pp","2021-01-22","gender_age","Ж","27-30",33.3,12.2
"Rusfic_Alphavit_WM_pp","2021-01-22","gender_age","Ж","30-35",50,25.5
"Rusfic_Alphavit_WM_pp","2021-01-22","gender_age","Ж","35-45",0,34.2
"Rusfic_Alphavit_WM_pp","2021-01-22","gender_age","Ж","45+",0,19.5
"Rusfic_Alphavit_WM_pp","2021-01-22","gender_age","М","30-35",0,0
"Rusfic_Alphavit_WM_pp","2021-01-23","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-23","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-23","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-23","age","24-27","",0,7
"Rusfic_Alphavit_WM_pp","2021-01-23","age","27-30","",16.6,13.3
"Rusfic_Alphavit_WM_pp","2021-01-23","age","30-35","",16.6,26.8
"Rusfic_Alphavit_WM_pp","2021-01-23","age","35-45","",16.6,33.3
"Rusfic_Alphavit_WM_pp","2021-01-23","age","45+","",50,17.6
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Санкт-Петербург","",0,5.6
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Москва","",33.3,3.9
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Пермь","",0,1.8
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Екатеринбург","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Уфа","",16.6,1.3
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Новосибирск","",0,1.2
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Челябинск","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Казань","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Нижний Новгород","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Красноярск","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Ижевск","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Архангельск","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Воронеж","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Киров","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Омск","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Улан-Удэ","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Мурманск","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Калининград","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Кызыл","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-23","cities","Тюмень","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-01-23","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-01-23","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-23","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-23","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-01-23","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-01-23","gender_age","Ж","24-27",0,7
"Rusfic_Alphavit_WM_pp","2021-01-23","gender_age","Ж","27-30",16.6,13.3
"Rusfic_Alphavit_WM_pp","2021-01-23","gender_age","Ж","30-35",16.6,26.8
"Rusfic_Alphavit_WM_pp","2021-01-23","gender_age","Ж","35-45",16.6,33.3
"Rusfic_Alphavit_WM_pp","2021-01-23","gender_age","Ж","45+",50,17.6
"Rusfic_Alphavit_WM_pp","2021-01-23","gender_age","М","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-01-23","gender_age","М","45+",0,0
"Rusfic_Alphavit_WM_pp","2021-01-24","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-24","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-24","age","24-27","",0,8.5
"Rusfic_Alphavit_WM_pp","2021-01-24","age","27-30","",0,13.8
"Rusfic_Alphavit_WM_pp","2021-01-24","age","30-35","",100,28.6
"Rusfic_Alphavit_WM_pp","2021-01-24","age","35-45","",0,31.3
"Rusfic_Alphavit_WM_pp","2021-01-24","age","45+","",0,15.8
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Санкт-Петербург","",0,5.1
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Москва","",0,4.5
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Казань","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Пермь","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Уфа","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Новосибирск","",0,1.2
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Екатеринбург","",0,1.2
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Нижний Новгород","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Челябинск","",0,1
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Красноярск","",0,1
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Ижевск","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Мурманск","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Самара","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Улан-Удэ","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Омск","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Киров","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Воронеж","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Краснодар","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Великий Новгород","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-24","cities","Вологда","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-01-24","gender","Ж","",100,99.8
"Rusfic_Alphavit_WM_pp","2021-01-24","gender","М","",0,0.1
"Rusfic_Alphavit_WM_pp","2021-01-24","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-24","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-01-24","gender_age","Ж","24-27",0,8.5
"Rusfic_Alphavit_WM_pp","2021-01-24","gender_age","Ж","27-30",0,13.8
"Rusfic_Alphavit_WM_pp","2021-01-24","gender_age","Ж","30-35",100,28.5
"Rusfic_Alphavit_WM_pp","2021-01-24","gender_age","Ж","35-45",0,31.3
"Rusfic_Alphavit_WM_pp","2021-01-24","gender_age","Ж","45+",0,15.8
"Rusfic_Alphavit_WM_pp","2021-01-24","gender_age","М","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-01-24","gender_age","М","30-35",0,0
"Rusfic_Alphavit_WM_pp","2021-01-24","gender_age","М","45+",0,0
"Rusfic_Alphavit_WM_pp","2021-01-25","age","27-30","",0,25
"Rusfic_Alphavit_WM_pp","2021-01-25","age","30-35","",0,25
"Rusfic_Alphavit_WM_pp","2021-01-25","age","35-45","",0,25
"Rusfic_Alphavit_WM_pp","2021-01-25","age","45+","",0,16.6
"Rusfic_Alphavit_WM_pp","2021-01-25","cities","Выльгорт","",0,8.3
"Rusfic_Alphavit_WM_pp","2021-01-25","cities","Ахтубинск","",0,8.3
"Rusfic_Alphavit_WM_pp","2021-01-25","cities","Красноярск","",0,8.3
"Rusfic_Alphavit_WM_pp","2021-01-25","cities","Нижневартовск","",0,8.3
"Rusfic_Alphavit_WM_pp","2021-01-25","cities","Набережные Челны","",0,8.3
"Rusfic_Alphavit_WM_pp","2021-01-25","cities","Детлово","",0,8.3
"Rusfic_Alphavit_WM_pp","2021-01-25","cities","Лагань","",0,8.3
"Rusfic_Alphavit_WM_pp","2021-01-25","cities","Колпино","",0,8.3
"Rusfic_Alphavit_WM_pp","2021-01-25","cities","Саранск","",0,8.3
"Rusfic_Alphavit_WM_pp","2021-01-25","cities","Архангельск","",0,8.3
"Rusfic_Alphavit_WM_pp","2021-01-25","gender","Ж","",0,100
"Rusfic_Alphavit_WM_pp","2021-01-25","gender_age","Ж","27-30",0,25
"Rusfic_Alphavit_WM_pp","2021-01-25","gender_age","Ж","30-35",0,25
"Rusfic_Alphavit_WM_pp","2021-01-25","gender_age","Ж","35-45",0,25
"Rusfic_Alphavit_WM_pp","2021-01-25","gender_age","Ж","45+",0,16.6
"Rusfic_Alphavit_WM_pp","2021-01-26","age","1-18","",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-26","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-26","age","24-27","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-26","age","30-35","",0,33
"Rusfic_Alphavit_WM_pp","2021-01-26","age","35-45","",0,63.6
"Rusfic_Alphavit_WM_pp","2021-01-26","age","45+","",0,0.1
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Санкт-Петербург","",0,7.8
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Челябинск","",0,7.5
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Магнитогорск","",0,6.6
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Уфа","",0,6.5
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Москва","",0,6.2
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Самара","",0,4.4
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Стерлитамак","",0,3.1
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Тольятти","",0,2.9
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Петрозаводск","",0,2.9
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Омск","",0,2.8
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Новосибирск","",0,2.8
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Златоуст","",0,2.7
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Нефтекамск","",0,2.4
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Чебоксары","",0,2.4
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Тамбов","",0,2.1
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Воронеж","",0,2
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Ростов-на-Дону","",0,1.8
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Тюмень","",0,1.8
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Тула","",0,1.7
"Rusfic_Alphavit_WM_pp","2021-01-26","cities","Белгород","",0,1.7
"Rusfic_Alphavit_WM_pp","2021-01-26","gender","Ж","",0,100
"Rusfic_Alphavit_WM_pp","2021-01-26","gender_age","Ж","1-18",0,0.3
"Rusfic_Alphavit_WM_pp","2021-01-26","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-01-26","gender_age","Ж","24-27",0,0
"Rusfic_Alphavit_WM_pp","2021-01-26","gender_age","Ж","30-35",0,33
"Rusfic_Alphavit_WM_pp","2021-01-26","gender_age","Ж","35-45",0,63.6
"Rusfic_Alphavit_WM_pp","2021-01-26","gender_age","Ж","45+",0,0.1
"Rusfic_Alphavit_WM_pp","2021-01-27","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-27","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-01-27","age","30-35","",100,35.7
"Rusfic_Alphavit_WM_pp","2021-01-27","age","35-45","",0,61.4
"Rusfic_Alphavit_WM_pp","2021-01-27","age","45+","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Санкт-Петербург","",0,7.7
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Челябинск","",0,6
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Магнитогорск","",0,5.7
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Новосибирск","",100,5.2
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Москва","",0,5.1
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Уфа","",0,5
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Самара","",0,3.2
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Красноярск","",0,2.9
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Омск","",0,2.7
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Тюмень","",0,2.7
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Стерлитамак","",0,2.6
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Петрозаводск","",0,2.4
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Златоуст","",0,2.3
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Тольятти","",0,2.2
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Чебоксары","",0,2.2
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Воронеж","",0,2.1
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Нефтекамск","",0,1.9
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Тамбов","",0,1.8
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Новокузнецк","",0,1.7
"Rusfic_Alphavit_WM_pp","2021-01-27","cities","Белгород","",0,1.7
"Rusfic_Alphavit_WM_pp","2021-01-27","gender","Ж","",100,100
"Rusfic_Alphavit_WM_pp","2021-01-27","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-27","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-01-27","gender_age","Ж","30-35",100,35.7
"Rusfic_Alphavit_WM_pp","2021-01-27","gender_age","Ж","35-45",0,61.4
"Rusfic_Alphavit_WM_pp","2021-01-27","gender_age","Ж","45+",0,0.2
"Rusfic_Alphavit_WM_pp","2021-01-28","age","1-18","",0,0.2
